account_id,customer_id,branch_id,account_type,account_number,balance,currency,opened_date,status
ACC00000666,CUST000001,BR006,checking,****1375,20252.28,USD,2023-06-16,active
ACC00000667,CUST000490,BR050,loan,****6317,-352633.46,USD,2018-11-23,active
ACC00000668,CUST000212,BR006,credit,****7859,-243.9,USD,2020-08-04,active
ACC00000669,CUST000230,BR043,checking,****3248,47188.53,USD,2025-06-13,active
ACC00000670,CUST000415,BR011,credit,****8411,-1332.53,USD,2019-09-04,active
ACC00000671,CUST000039,BR013,loan,****6718,-212241.97,USD,2024-12-27,active
ACC00000672,CUST000150,BR037,loan,****5597,-204656.83,USD,2024-05-27,active
ACC00000673,CUST000463,BR012,checking,****8982,21402.92,USD,2025-01-21,active
ACC00000674,CUST000146,BR003,loan,****8378,-155098.98,USD,2019-09-29,closed
ACC00000675,CUST000096,BR044,savings,****6237,165447.47,USD,2025-03-11,active
ACC00000676,CUST000110,BR014,savings,****6527,38993.41,USD,2019-07-26,active
ACC00000677,CUST000112,BR015,loan,****2853,-72230.17,USD,2023-04-04,active
ACC00000678,CUST000243,BR049,savings,****6180,69495.24,EUR,2018-01-25,active
ACC00000679,CUST000444,BR028,checking,****7495,35527.29,USD,2020-08-18,active
ACC00000680,CUST000056,BR003,loan,****3169,-271073.37,USD,2021-06-26,dormant
ACC00000681,CUST000296,BR032,loan,****4524,-281422.71,GBP,2024-05-21,active
ACC00000682,CUST000182,BR032,checking,****8375,11314.96,EUR,2020-03-09,active
ACC00000683,CUST000454,BR005,loan,****9517,-424727.86,USD,2019-11-15,dormant
ACC00000684,CUST000439,BR046,savings,****3312,41308.8,USD,2019-02-27,active
ACC00000685,CUST000251,BR046,loan,****1706,-147228.52,USD,2024-06-04,active
ACC00000686,CUST000096,BR023,savings,****3674,47971.06,USD,2018-04-15,active
ACC00000687,CUST000104,BR008,credit,****8702,-8012.43,USD,2025-04-24,active
ACC00000688,CUST000267,BR022,savings,****2850,47443.35,USD,2025-04-28,active
ACC00000689,CUST000133,BR021,loan,****7796,-183198.33,USD,2021-12-17,active
ACC00000690,CUST000069,BR043,loan,****4176,-48387.21,USD,2024-04-05,active
ACC00000691,CUST000276,BR008,savings,****5703,27510.12,USD,2025-06-05,active
ACC00000692,CUST000029,BR024,checking,****5800,36623.7,EUR,2018-01-20,active
ACC00000693,CUST000414,BR019,savings,****3134,73213.93,USD,2018-05-20,active
ACC00000694,CUST000479,BR034,loan,****2547,-481821.59,USD,2021-10-25,active
ACC00000695,CUST000432,BR039,checking,****2380,11675.52,USD,2018-04-15,active
ACC00000696,CUST000081,BR036,savings,****9998,199805.84,USD,2020-03-12,active
ACC00000697,CUST000387,BR047,credit,****4359,-4547.24,EUR,2023-10-18,active
ACC00000698,CUST000345,BR018,savings,****5045,105122.9,USD,2025-11-11,dormant
ACC00000699,CUST000297,BR025,credit,****2768,-551.94,USD,2021-11-16,active
ACC00000700,CUST000272,BR034,savings,****1075,50727.89,USD,2023-08-11,active
ACC00000701,CUST000330,BR008,savings,****5256,126521.97,USD,2024-01-16,active
ACC00000702,CUST000268,BR014,loan,****5211,-143038.55,USD,2018-11-02,active
ACC00000703,CUST000158,BR044,loan,****8118,-428035.47,USD,2025-06-25,dormant
ACC00000704,CUST000336,BR032,credit,****8746,-3660.68,USD,2025-08-20,active
ACC00000705,CUST000472,BR028,checking,****9034,21034.27,USD,2023-07-15,active
ACC00000706,CUST000078,BR010,checking,****1628,49942.5,USD,2022-10-12,active
ACC00000707,CUST000037,BR027,credit,****4682,-8362.06,USD,2022-03-09,active
ACC00000708,CUST000340,BR026,loan,****8110,-311752.59,EUR,2025-09-12,active
ACC00000709,CUST000203,BR036,loan,****3845,-322969.17,EUR,2023-05-04,active
ACC00000710,CUST000258,BR021,loan,****4813,-371847.88,USD,2019-02-03,active
ACC00000711,CUST000344,BR038,credit,****1620,-5461.07,USD,2019-02-25,active
ACC00000712,CUST000330,BR018,loan,****9038,-270116.71,GBP,2022-11-20,active
ACC00000713,CUST000170,BR032,credit,****1537,-8405.3,USD,2021-12-01,active
ACC00000714,CUST000278,BR002,savings,****5123,182481.19,USD,2023-11-06,active
ACC00000715,CUST000109,BR033,loan,****4188,-391440.17,USD,2019-03-17,active
ACC00000716,CUST000208,BR002,savings,****3934,136104.88,USD,2025-07-08,active
ACC00000717,CUST000481,BR049,savings,****5864,191978.29,USD,2019-11-11,active
ACC00000718,CUST000092,BR045,loan,****7613,-153505.64,EUR,2019-12-04,active
ACC00000719,CUST000020,BR022,credit,****6483,-828.85,EUR,2018-09-15,active
ACC00000720,CUST000495,BR049,savings,****5964,181754.71,USD,2022-01-20,active
ACC00000721,CUST000391,BR010,loan,****8399,-357121.51,EUR,2018-10-25,active
ACC00000722,CUST000290,BR023,savings,****9616,4379.39,USD,2020-03-09,active
ACC00000723,CUST000143,BR008,checking,****5540,25573.88,USD,2025-03-07,active
ACC00000724,CUST000106,BR012,savings,****2162,38818.94,USD,2024-10-16,active
ACC00000725,CUST000204,BR033,checking,****7650,45000.23,USD,2023-09-26,active
ACC00000726,CUST000064,BR012,savings,****1222,87706.54,EUR,2019-07-14,active
ACC00000727,CUST000018,BR037,checking,****6936,44408.22,USD,2019-03-11,active
ACC00000728,CUST000074,BR025,checking,****3330,33672.5,USD,2019-01-29,active
ACC00000729,CUST000399,BR033,savings,****6979,68455.88,USD,2022-04-26,active
ACC00000730,CUST000353,BR036,checking,****4830,4622.97,EUR,2018-10-04,dormant
ACC00000731,CUST000036,BR014,checking,****4205,19873.25,USD,2022-07-05,active
ACC00000732,CUST000257,BR038,loan,****5524,-213345.75,USD,2019-07-28,active
ACC00000733,CUST000369,BR010,credit,****1361,-9953.17,USD,2018-05-19,active
ACC00000734,CUST000281,BR013,loan,****2619,-387170.66,USD,2024-04-01,dormant
ACC00000735,CUST000271,BR020,loan,****5682,-490142.73,USD,2020-09-01,active
ACC00000736,CUST000033,BR038,credit,****4366,-4096.3,USD,2024-12-12,active
ACC00000737,CUST000326,BR025,loan,****3930,-219856.43,EUR,2023-04-23,active
ACC00000738,CUST000292,BR008,savings,****1013,4448.51,USD,2021-07-14,active
ACC00000739,CUST000418,BR009,credit,****5026,-7003.07,USD,2023-11-26,active
ACC00000740,CUST000030,BR032,credit,****8356,-920.16,USD,2025-03-09,dormant
ACC00000741,CUST000449,BR050,loan,****7313,-425939.81,EUR,2023-01-29,active
ACC00000742,CUST000216,BR029,loan,****6434,-257829.97,USD,2025-07-14,active
ACC00000743,CUST000005,BR030,credit,****5007,-5172.44,USD,2023-03-31,active
ACC00000744,CUST000367,BR050,checking,****7169,7376.16,EUR,2025-08-18,closed
ACC00000745,CUST000218,BR041,credit,****1769,-9017.41,USD,2020-09-25,active
ACC00000746,CUST000453,BR050,savings,****1499,1122.07,EUR,2022-06-09,active
ACC00000747,CUST000419,BR026,credit,****5005,-6156.71,USD,2019-03-17,active
ACC00000748,CUST000159,BR001,checking,****3430,49706.9,USD,2021-06-27,active
ACC00000749,CUST000388,BR047,loan,****4247,-499330.91,USD,2025-11-16,active
ACC00000750,CUST000040,BR022,checking,****3821,18594.04,USD,2022-01-01,active
ACC00000751,CUST000326,BR019,savings,****6198,78962.43,USD,2025-02-18,active
ACC00000752,CUST000483,BR001,credit,****6396,-8956.57,USD,2020-06-20,active
ACC00000753,CUST000469,BR022,credit,****9002,-5716.47,USD,2024-09-03,active
ACC00000754,CUST000164,BR031,credit,****7026,-4199.49,USD,2019-11-18,active
ACC00000755,CUST000027,BR026,credit,****5677,-1522.85,USD,2025-08-25,active
ACC00000756,CUST000435,BR027,credit,****8872,-6521.12,EUR,2024-05-10,active
ACC00000757,CUST000085,BR011,savings,****5611,19573.84,USD,2024-10-31,active
ACC00000758,CUST000270,BR047,checking,****1460,31515.47,USD,2018-04-13,active
ACC00000759,CUST000411,BR026,savings,****8081,53464.59,USD,2024-05-28,active
ACC00000760,CUST000215,BR043,savings,****2573,168201.91,EUR,2018-11-19,active
ACC00000761,CUST000469,BR021,savings,****8284,15449.21,USD,2019-02-17,active
ACC00000762,CUST000319,BR003,credit,****7105,-3399.17,EUR,2020-07-27,active
ACC00000763,CUST000315,BR048,loan,****5528,-429261.5,USD,2023-02-14,active
ACC00000764,CUST000019,BR028,savings,****3114,190572.22,USD,2020-03-08,active
ACC00000765,CUST000119,BR050,savings,****8102,107611.87,USD,2021-05-22,active
ACC00000766,CUST000309,BR050,savings,****4212,100630.6,USD,2018-11-10,active
ACC00000767,CUST000295,BR017,credit,****2632,-1754.56,EUR,2023-04-19,active
ACC00000768,CUST000068,BR005,loan,****9922,-102852.91,GBP,2019-10-16,active
ACC00000769,CUST000495,BR047,credit,****5154,-6115.78,USD,2025-09-21,active
ACC00000770,CUST000052,BR049,loan,****5258,-24179.26,USD,2019-08-29,active
ACC00000771,CUST000356,BR035,credit,****3457,-1722.29,GBP,2024-01-11,active
ACC00000772,CUST000402,BR019,loan,****2258,-135979.55,USD,2024-12-21,active
ACC00000773,CUST000071,BR007,credit,****8775,-6026.33,USD,2023-12-20,active
ACC00000774,CUST000235,BR047,savings,****6338,21799.48,USD,2022-03-27,active
ACC00000775,CUST000372,BR029,checking,****4123,4182.0,USD,2023-07-31,active
ACC00000776,CUST000128,BR009,checking,****5441,33800.09,USD,2020-01-27,active
ACC00000777,CUST000491,BR037,savings,****6827,64081.42,USD,2023-09-25,active
ACC00000778,CUST000026,BR010,loan,****8647,-43355.36,EUR,2023-10-19,active
ACC00000779,CUST000312,BR027,loan,****6847,-275468.75,USD,2020-05-18,active
ACC00000780,CUST000469,BR029,savings,****3304,4456.06,USD,2023-10-21,active
ACC00000781,CUST000154,BR030,savings,****1512,135129.95,USD,2020-05-16,active
ACC00000782,CUST000191,BR022,credit,****6942,-7063.07,USD,2019-02-08,active
ACC00000783,CUST000443,BR031,loan,****5771,-241980.65,USD,2023-12-14,active
ACC00000784,CUST000343,BR024,credit,****7455,-26.21,USD,2025-07-02,active
ACC00000785,CUST000087,BR035,savings,****7556,14895.07,USD,2021-06-13,active
ACC00000786,CUST000497,BR023,savings,****3423,109667.08,USD,2020-05-12,active
ACC00000787,CUST000020,BR034,loan,****2803,-432239.64,USD,2025-10-11,active
ACC00000788,CUST000424,BR031,checking,****8363,43592.07,EUR,2022-10-01,active
ACC00000789,CUST000137,BR034,credit,****4439,-6072.17,USD,2023-12-27,active
ACC00000790,CUST000138,BR021,loan,****6470,-63809.67,USD,2019-07-15,active
ACC00000791,CUST000084,BR017,savings,****2684,44614.06,USD,2024-12-17,active
ACC00000792,CUST000100,BR020,savings,****5472,58488.05,USD,2024-09-08,active
ACC00000793,CUST000030,BR002,loan,****4581,-116480.9,USD,2024-10-31,active
ACC00000794,CUST000356,BR017,savings,****6730,82020.16,USD,2021-06-04,closed
ACC00000795,CUST000429,BR005,loan,****3674,-329730.89,EUR,2023-04-28,active
ACC00000796,CUST000238,BR016,credit,****7274,-5773.8,USD,2021-04-11,dormant
ACC00000797,CUST000398,BR020,loan,****7568,-113548.21,USD,2020-10-21,active
ACC00000798,CUST000200,BR030,checking,****8409,8359.17,USD,2022-07-22,active
ACC00000799,CUST000232,BR002,savings,****5033,48772.4,USD,2022-03-02,active
ACC00000800,CUST000181,BR033,credit,****3733,-6091.38,USD,2018-04-05,active
